product_url,product_name,mrp,rating,no_of_reviews,description
https://www.homedepot.com/p/Kwikset-Powerbolt2-Venetian-Bronze-Single-Cylinder-Keypad-Electronic-Deadbolt-Featuring-SmartKey-Security-and-Cove-Passage-Knob-90711P-CV11P/311210185,Powerbolt2 Venetian Bronze Single Cylinder Keypad Electronic Deadbolt Featuring SmartKey Security and Cove Passage Knob,62,4.5,48,"Program up to 6 user codes, including 1 temporary access code
6-digit back lit keypad, 1-touch locking & 30 second auto lock
Universal handing; knob fits both right and left-handed doors
"
https://www.homedepot.com/p/Lutron-Caseta-Smart-Hub-L-BDG2-WH-L-BDG2-WH/206148281,Caseta Smart Hub (L-BDG2-WH),79,4.7,113,"Control and schedule lights from anywhere via the Lutron app
Expand beyond lighting with other leading connected home devices
Maximum number of connected devices: 75
"
https://www.homedepot.com/p/Google-Nest-Temperature-Sensor-Smart-Home-Thermostat-Sensor-T5000SF/304830932,Nest Temperature Sensor - Smart Home Thermostat Sensor,40,4.8,1512,"Customizes the temperature of each room
Put it on a wall or shelf and let it do the work
Compatible with Nest thermostats
"
https://www.homedepot.com/p/Kwikset-Powerbolt2-Satin-Nickel-Single-Cylinder-Keypad-Electronic-Deadbolt-Featuring-SmartKey-Security-and-Balboa-Passage-Lever-907PWB200BL15/308482712,Powerbolt2 Satin Nickel Single Cylinder Keypad Electronic Deadbolt Featuring SmartKey Security and Balboa Passage Lever,96,4.4,299,"Operated by electronic keypad/key from outside
Compatible with Kwikset technology
Designed to protect against advanced break-ins
"
https://www.homedepot.com/p/Amazon-Fire-TV-Cube-Wi-Fi-6E-4K-Ultra-HD-B09BZZ3MM7/323373381,"Fire TV Cube, Wi-Fi 6E, 4K Ultra HD",139,4.9,31,"Ultra fast streaming media player with latest Wi-Fi 6E tech
Hands-free Alexa with built-in mic, speakers, and 4K Ultra HD
Seamlessly navigate between your entertainment with speed & ease
"
https://www.homedepot.com/p/Yale-Assure-2-Lock-Black-Suede-Keyless-Single-Cylinder-Deadbolt-with-Push-Button-Keypad-and-Bluetooth-YRD430-BLE-BSP/322081824,Assure 2 Lock Black Suede Keyless Single Cylinder Deadbolt with Push Button Keypad and Bluetooth,115,4.4,17,"Key-free access with the keypad, Auto-Unlock or the app
Share access with friends and family with the Yale Access app
Compatible with most standard entry doors
"
https://www.homedepot.com/p/Schlage-Century-Satin-Nickel-Electronic-Connect-Smart-Deadbolt-Z-Wave-Plus-Enabled-BE468-CEN-619/308495601,Century Satin Nickel Electronic Connect Smart Deadbolt - Z-Wave Plus Enabled,229,4.3,12,"Smart Home hub required
Works with Amazon Alexa, Nexia, Samsung SmartThings, Wink, & more
Stores up to 30 unique access codes to share with friends/family
"
https://www.homedepot.com/p/Google-Nest-Doorbell-Wired-2nd-Gen-Linen-GA03695-US/322549632,"Nest Doorbell (Wired, 2nd Gen) - Linen",149,4.3,315,"Know what's happening at the door
Talk and listen, from anywhere, anytime
3 hours of event video history included
"
https://www.homedepot.com/p/TP-LINK-Kasa-Smart-Wi-Fi-Light-Dimmer-Switch-White-HS220/315518596,"Kasa Smart Wi-Fi Light Dimmer Switch, White",10,4.1,61,"Enables customizing brightness levels of your room
Can be controlled from anywhere using the free Kasa Smart app
Compatible with Amazon Alexa or Google Assistant
"
https://www.homedepot.com/p/Kwikset-Aura-Matte-Black-Single-Cylinder-Electronic-Bluetooth-Keypad-Smart-Lock-Deadbolt-featuring-SmartKey-Security-942BLEDB514SMTT/310041171,Aura Matte Black Single Cylinder Electronic Bluetooth Keypad Smart Lock Deadbolt featuring SmartKey Security,169,4.2,84,"Manage user codes & monitor lock from smartphone (in BT range)
Lock and unlock using the Kwikset app (in Bluetooth range)
Create up to 250 customizable user codes to share with anyone
"
https://www.homedepot.com/p/Roku-Express-New-2022-HD-Streaming-Device-with-Simple-Remote-3960R/323974411,"Express (New, 2022) HD Streaming Device with Simple Remote",24,4.6,9,"Perfect for first-time streamers
Great for secondary TVs
Remote includes pre-set shortcut buttons
"
https://www.homedepot.com/p/Kwikset-Z-Wave-SmartCode-Lifetime-Satin-Nickel-Keypad-Electronic-Tustin-Door-Lever-Featuring-SmartKey-Security-912TNLZW50015RC/305364042,Z-Wave SmartCode Lifetime Satin Nickel Keypad Electronic Tustin Door Lever Featuring SmartKey Security,175,3.8,112,"SmartKey Security re-keying allows you to re-key lock yourself
Z-Wave Plus certified with the Z-Wave 500 chipset
Easily installs in minutes with just a screwdriver
"
https://www.homedepot.com/p/Camelot-Bright-Chrome-Electronic-Connect-Smart-Deadbolt-with-Alarm-Z-Wave-Plus-Enabled-BE469ZP-CAM-625/308496785,Camelot Bright Chrome Electronic Connect Smart Deadbolt with Alarm - Z-Wave Plus Enabled,179,4.5,18,"Smart Home hub required
Works with Amazon Alexa, Nexia, Samsung SmartThings, Wink, & more
Built-in alarm provides added security to your home
"
https://www.homedepot.com/p/WYZE-Wired-Video-Doorbell-Chime-Included-1080p-HD-Video-3-4-Aspect-Ratio-2-way-Audio-Night-Vision-WVDB1/310339178,"Wired Video Doorbell (Chime Included), 1080p HD Video, 3:4 Aspect Ratio, 2-way Audio, Night Vision",29,3.7,912,"Outputs videos in 1080p FHD resolution for enhanced vision
IP65 weather-resistant design effectively endures elements
Lights up upon motion detection to ensure security
"
https://www.homedepot.com/p/Oco-Pro-Bullet-Outdoor-Indoor-1080p-Cloud-Surveillance-and-Security-Camera-with-Remote-Viewing-4-Pack-OPHWB4-16US/300505129,Pro Bullet Outdoor/Indoor 1080p Cloud Surveillance and Security Camera with Remote Viewing (4-Pack),499,4.6,855,"Motion detection system learns to avoid false alerts
No DVR or hard drive necessary
Connect all 1080p cameras to one account
"
https://www.homedepot.com/p/Defiant-Round-Aged-Bronze-Smart-Wi-Fi-Deadbolt-Powered-by-Hubspace-HSGC6X7D01AJ/320280585,Round Aged Bronze Smart Wi-Fi Deadbolt Powered by Hubspace,99,4,132,"Wireless control with Hubspace App, Google and Alexa
Includes 10 Amp Smart indoor plug which also works as a Wi-Fi hub
Lock/unlock remotely with the Hubspace app
"
https://www.homedepot.com/p/Swann-DVR-5580-16-Channel-4K-2TB-Security-Camera-System-with-Eight-4K-Wired-Bullet-Cameras-SWDVK-1655808WL-US/311538992,DVR-5580 16-Channel 4K 2TB Security Camera System with Eight 4K Wired Bullet Cameras,514,4,100,"NVR 16 channel 8 Camera Security Camera System Wired POE 2TB HDD
4K Video for Indoor or use Cameras Outdoor for Home Security
Set up the Swann App to ring notifications with motion activity
"
https://www.homedepot.com/p/Ring-Alarm-Door-Window-Sensor-6-Pack-2nd-Gen-4SD6SZ-0EN0/312689492,Alarm Door/Window Sensor (6-Pack) (2nd Gen),99,4.5,136,"6pk Contact Sensor for the Ring Alarm Security Kit
Triggers Alarm when someone tampers with Contact Sensors
Easy installation, mounts to doors and window frames
"
https://www.homedepot.com/p/Ring-Indoor-Cam-Compact-Plug-In-Smart-Security-Wifi-Video-Camera-with-2-Way-Talk-Night-Vision-White-2-Pack-B07RM6922G/322052173,"Indoor Cam - Compact Plug-In Smart Security Wifi Video Camera with 2-Way Talk, Night Vision, White, 2-Pack",119,4.4,5,"2 pack pllug-In indoor security camera w/1080p HD Video
Indoor only, privacy zones, advanced motion detection
Two-way talk, mobile notifications, customizable motion zones
"
https://www.homedepot.com/p/Yale-Assure-Lock-for-Andersen-Patio-Doors-Black-No-Cylinder-Deadbolt-with-Touchscreen-Keypad-YRM276-NR-BLK/314816510,Assure Lock for Andersen Patio Doors Black No Cylinder Deadbolt with Touchscreen Keypad,399,2.5,6,"Add key-free security to your Andersen patio door
1-touch locking with just a tap of the keypad
Sleek, modern design
"
https://www.homedepot.com/p/Lutron-Caseta-Smart-Lighting-Dimmer-Switch-2-Count-Starter-Kit-with-Smart-Hub-P-BDG-PKG2W-HD-P-BDG-PKG2W-HD/301783649,Caseta Smart Lighting Dimmer Switch (2 Count) Starter Kit with Smart Hub (P-BDG-PKG2W-HD),169,4.7,93,"Schedule your lights so you always come back to a well-lit home
Works with your voice assistant, Pico remote or smartphone
Easy to use, simple to set up; install in as little as 15 minutes
"
https://www.homedepot.com/p/Lutron-Caseta-Weatherproof-Outdoor-Smart-Plug-for-Landscape-and-String-Lighting-15-Amp-On-Off-Switch-Black-PD-15OUT-BL-PD-15OUT-BL/316093887,"Caseta Weatherproof Outdoor Smart Plug for Landscape and String Lighting, 15-Amp On/Off Switch, Black (PD-15OUT-BL)",79,4.6,89,"Add a bridge to use with Alexa, Google Assistant, Ring, and more
Protected against even the most severe rainfall, dust, and dirt
On/off control of up to 15A LED fixtures or ½ horsepower motors
"
https://www.homedepot.com/p/Kwikset-Z-Wave-SmartCode-916-Touchscreen-Satin-Nickel-Single-Cylinder-Keypad-Electronic-Deadbolt-Featuring-SmartKey-Security-916TRL-TSCR-ZW-15-UL/206388648,Z-Wave SmartCode 916 Touchscreen Satin Nickel Single Cylinder Keypad Electronic Deadbolt Featuring SmartKey Security,258,3.3,73,"Voice control via Amazon Alexa (hub required, sold separately)
SmartKey Security re-keying allows you to re-key lock yourself
Requires 4 AA batteries, purchased separately
"
https://www.homedepot.com/p/Kwikset-Z-Wave-SmartCode-916-Touchscreen-Satin-Nickel-Single-Cylinder-Electronic-Deadbolt-with-Avalon-Handleset-and-Tustin-Lever-916TRLHSET15/308485826,Z-Wave SmartCode 916 Touchscreen Satin Nickel Single Cylinder Electronic Deadbolt with Avalon Handleset and Tustin Lever,313,3.8,14,"Allows the lock to wirelessly communicate with other home devices
Lock/unlock the door, check status and get notifications
Up to 30 user access codes for family/guests to use at the door
"
https://www.homedepot.com/p/Philips-Hue-Smart-Bridge-458471/303070022,Smart Bridge,68,3.8,118,"Set routines and control your smart lights, even away from home
Allows for control of up to 50 Hue lights
Works with Apple HomeKit, Amazon Alexa, and Google Assistant
"
https://www.homedepot.com/p/TP-LINK-5-Port-Gigabit-Desktop-Switch-TL-SG1005D/303001330,5-Port Gigabit Desktop Switch,19,4.8,219,"5 gigabit ports enable fast file transfers
Set on your desk or mount on a wall
Plug and play design
"
https://www.homedepot.com/p/Lockly-Secure-Pro-Matte-Black-Smart-WiFi-Mobile-app-controlled-Lever-Latch-3D-Fingerprint-Keypad-works-with-Hey-Google-Alexa-PGD-628W-MB/309921227,"Secure Pro Matte Black Smart WiFi Mobile app-controlled Lever Latch, 3D Fingerprint, Keypad, works with Hey Google/Alexa",291,4.7,549,"Fast advanced 3-D fingerprint recognition
Exclusive, hack-proof PIN Genie™ digital keypad
Remotely lock/unlock anywhere with free LOCKLY phone app
"
https://www.homedepot.com/p/Defiant-Matte-Black-Electronic-Lever-Door-Lock-with-Biometric-Fingerprint-Deadbolt-LH01-MB/322488394,Matte Black Electronic Lever Door Lock with Biometric Fingerprint Deadbolt,49,4.5,25,"Your finger is your key with a fast 3D biometric sensor
Enroll up to 20 fingerprints
Hassle-free instillation with no hard wiring required
"
https://www.homedepot.com/p/Yale-Assure-Lock-for-Andersen-Patio-Doors-Black-No-Cylinder-Deadbolt-with-Wi-Fi-and-Touchscreen-Keypad-YRM276-CB1-BLK/314816464,Assure Lock for Andersen Patio Doors Black No Cylinder Deadbolt with Wi-Fi and Touchscreen Keypad,529,2.9,8,"Add key-free security to your Andersen patio door
Use your phone as your key and share digital keys with others
Sleek, modern design
"
https://www.homedepot.com/p/Ring-Stick-Up-Cam-Battery-Home-Indoor-Outdoor-Smart-Security-Wi-Fi-Video-Camera-with-2-Way-Talk-Night-Vision-White-2-Pack-B09P45P69G/326303555,"Stick Up Cam Battery- Home Indoor/Outdoor Smart Security Wi-Fi Video Camera with 2-Way Talk, Night Vision,White (2-Pack)",139,Not available,Not available,"Battery powered indoor/outdoor security camera w/ 1080p HD Video
Versatile mounting, privacy zones, advanced motion detection
Two-way talk, mobile notifications, customizable motion zone
"
https://www.homedepot.com/p/Lockly-Secure-Pro-Satin-Nickel-Smart-WiFi-Lever-Latch-3D-Fingerprint-Keypad-Mobile-App-Control-works-with-Hey-Google-Alexa-PGD-628W-SN/309920832,"Secure Pro Satin Nickel Smart WiFi Lever Latch, 3D Fingerprint, Keypad, Mobile App Control,  works with Hey Google/Alexa",319,4.7,572,"Fast advanced 3-D fingerprint recognition
Exclusive, hack-proof PIN Genie™ digital keypad
Remotely lock/unlock anywhere with free LOCKLY phone app
"
https://www.homedepot.com/p/EufyCam-2-Pro-Wireless-Home-Security-Camera-System-3-Cam-Kit-365-Day-Battery-Life-2K-Resolution-No-Monthly-Fee-T88521D1/320200271,"EufyCam 2 Pro Wireless Home Security Camera System, 3-Cam Kit, 365-Day Battery Life, 2K Resolution, No Monthly Fee",470,4.8,5,"2K surveillance system
Human and face detection
IP67-rated weatherproof design withstands the test of time
"
https://www.homedepot.com/p/Amazon-Echo-Dot-5th-Gen-2022-release-with-Clock-Smart-speaker-with-Clock-and-Alexa-Glacier-White-B09B8VN8YQ/323373206,"Echo Dot (5th Gen, 2022 release) with Clock Smart speaker with Clock and Alexa, Glacier White",44,5,31,"Next gen smart speaker with improved audio, vibrant sound & clock
Alexa controls compatible smart home devices with your voice
LED display shows the time, alarms, weather, song titles and more
"
https://www.homedepot.com/p/Ring-Floodlight-Cam-Wired-Plus-Outdoor-White-Security-Standard-Surveillance-Camera-2-Pack-with-Chime-Pro-B0B2YYBQZ7/321630675,Floodlight Cam Wired Plus Outdoor White Security Standard Surveillance Camera 2-Pack with Chime Pro,367,Not available,Not available,"Hardwired outdoor security cameras with 1080p HD Video
Chime and wifi extender to boost Ring doorbells and cams
Hear alerts inside your home when the cameras detect motion
"
https://www.homedepot.com/p/Schlage-Camelot-Aged-Bronze-Sense-Smart-Door-Lock-With-Alarm-BE479AA-V-CAM-716/206432288,Camelot Aged Bronze Sense Smart Door Lock With Alarm,264,4.5,456,"Smart Home hub required
Works with Amazon Alexa, Apple HomeKit, and Google Assistant
Add a Schlage Sense Wi-Fi Adapter to lock/unlock from anywhere
"
https://www.homedepot.com/p/WYZE-Battery-Cam-Pro-Wireless-Indoor-Outdoor-Home-Security-Camera-with-2k-HD-Color-Night-Vision-and-Built-In-Spotlight-WYZECOP/323257500,"Battery Cam Pro, Wireless Indoor/Outdoor Home Security Camera, with 2k HD Color Night Vision and Built-In Spotlight",99,3.5,2,"2K HDR with color night vision & spotlight with wifi connectivity
Wireless rechargeable battery with 6-month battery life included
IP65-rated water-resistant built for outdoor usage
"
https://www.homedepot.com/p/Lutron-Pico-Smart-Remote-2-Button-On-Off-for-Caseta-Smart-Switch-White-PJ2-2B-GWH-L01-PJ2-2B-GWH-L01/300981102,"Pico Smart Remote (2-Button On/Off) for Caseta Smart Switch, White (PJ2-2B-GWH-L01)",19,4.9,106,"Provides wireless control of Caseta Wireless in-wall switches
Turn lights on or off with the touch of a button
10-year battery life (battery included in remote)
"
https://www.homedepot.com/p/WYZE-Solar-Panel-Continuous-Power-with-2W-5V-Charging-WSP2W/317283221,Solar Panel-Continuous Power with 2W 5V Charging,22,4.5,710,"Weather-resistant and dust-proof panel for durable outdoor use
360° freestyle mount ensures flexible positioning
Compatible with WYZE Cam outdoor (not included)
"
https://www.homedepot.com/p/eufy-Security-SoloCam-S40-Wireless-Home-Security-Outdoor-Surveillance-Spotlight-Camera-2K-HD-T81241W1/318410424,SoloCam S40 Wireless Home Security Outdoor Surveillance Spotlight Camera 2K HD,199,4.5,36,"Wireless Outdoor Camera with Integrated Solar Charging
600-lumen Ultra-bright Spotlight and Color Night Vision
No Monthly Fees or Hidden Costs
"
https://www.homedepot.com/p/Defiant-Single-Cylinder-Square-Electronic-Deadbolt-Matte-Black-with-Biometric-Fingerprint-and-Keypad-DK02A-MB/322488380,Single Cylinder Square Electronic Deadbolt Matte Black with Biometric Fingerprint and Keypad,69,4.6,39,"Your finger is your key with a fast 3D biometric sensor
Enroll up to 20 fingerprints
Hassle-free instillation with no hard wiring required
"
https://www.homedepot.com/p/TP-LINK-Mesh-Wi-Fi-System-Deco-M4-3-pack/309618826,Mesh Wi-Fi System,153,4.7,140,"Uses a system of three routers to achieve seamless Wi-Fi coverage
Single network creates speeds 3x faster than other routers
Deco provides buffer-free connections for up to 100 devices
"
https://www.homedepot.com/p/Google-Home-Mini-Charcoal-GA00216-US/303335623,Home Mini Charcoal,39,4.6,641,"Control your smart home with just a few words
Hands-free help with Google Assistant compatible devices
Play music from YouTube, Google Play, Spotify, Pandora and more
"
https://www.homedepot.com/p/Philips-Hue-Dimmer-Switch-1-Pack-562777/316282292,Dimmer Switch (1-Pack),27,4.4,28,"Dim or brighten the room, or toggle light scenes
Attaches to walls or magnetic surfaces, can be used as a remote
Battery powered, no wire installation
"
https://www.homedepot.com/p/TP-LINK-Archer-AX1500-Wi-Fi-6-Dual-Band-Wireless-Network-Router-ARCHER-AX1500/319537197,Archer AX1500 Wi-Fi 6 Dual-Band Wireless Network Router,79,4.6,21,"Wi-Fi 6 for faster speeds, less lag, and higher capacity
Easily set up and manage your Wi-Fi
Supports multiple devices at the same time
"
https://www.homedepot.com/p/Ring-Small-Solar-Panel-Black-B09YGCFL1Q/324356617,"Small Solar Panel, Black",39,3,4,"Compact solar panel charger for Spotlight Cam Plus and Pro
Adjustable arm with 360° rotation and 180° tilt
Includes USB-C to barrel plug adapter for Ring Stick Up Cam
"
https://www.homedepot.com/p/WYZE-Wi-Fi-Smart-Plug-2-Pack-WLPP1CFH/310678611,Wi-Fi Smart Plug (2-Pack),19,4.2,2489,"Control lights via app or voice with Google Assistant or Alexa
Use vacation mode, set schedules, and group devices in the app
Integrates easily with other Wyze products for a truly smart home
"
https://www.homedepot.com/p/Google-Nest-Thermostat-Smart-Programmable-Wi-Fi-Thermostat-Fog-GA02083-US/314573213,Nest Thermostat - Smart Programmable Wi-Fi Thermostat - Fog,129,3.7,1746,"Control your thermostat from wherever with the Google Home app
Designed so you can install it yourself in 30 minutes or less
Helps you create an energy-efficient schedule right at the start
"
https://www.homedepot.com/p/Kwikset-Z-Wave-SmartCode-916-Touchscreen-Satin-Nickel-Single-Cylinder-Keypad-Electronic-Deadbolt-Featuring-SmartKey-Security-916TRLZW50015RC/305360463,Z-Wave SmartCode 916 Touchscreen Satin Nickel Single Cylinder Keypad Electronic Deadbolt Featuring SmartKey Security,258,3.3,95,"SmartKey Security re-keying allows you to re-key lock yourself
Voice control via Amazon Alexa (hub required, sold separately)
Requires 4 AA batteries, purchased separately
"
https://www.homedepot.com/p/Google-Nest-Thermostat-Trim-Kit-Snow-GA01837-US/315040405,Nest Thermostat Trim Kit - Snow,14,4.4,227,"Created to work with Google Nest Thermostat
Designed to cover imperfections on your wall
Installation of Nest Thermostat Trim Kit is quick and simple
"
https://www.homedepot.com/p/Google-Nest-Doorbell-Battery-Smart-Wi-Fi-Video-Doorbell-Camera-Linen-GA03013-US/317995553,Nest Doorbell (Battery) - Smart Wi-Fi Video Doorbell Camera - Linen,179,4.3,464,"The battery-powered video doorbell that works with any home
Front door camera can tell you if it's a person or package
See what you missed with 3 hours of free event video history
"
https://www.homedepot.com/p/WYZE-Wireless-Outdoor-Surveillance-Security-Camera-with-Green-Camo-Dbrand-Skin-Includes-Base-Station-WVOD1B1CAMO/316874223,"Wireless Outdoor Surveillance Security Camera with Green Camo Dbrand Skin, Includes Base Station",74,3.8,2879,"See clearly at night with 1080p HD night vision
Capture moments indoors and outdoors with IP65 weather resistance
Record clips when motion is detected and respond with 2-way audio
"
https://www.homedepot.com/p/Smart-Water-Valve-Controller-with-Bulldog-Water-Valve-Manipulator-Easy-No-Plumber-DIY-Installation-YS-4909/325536250,"Smart Water Valve Controller, with Bulldog Water Valve Manipulator, Easy No-Plumber DIY Installation",239,5,14,Not available
https://www.homedepot.com/p/Ring-Solar-Panel-4W-White-B0B27JY45L/323436565,"Solar Panel (4W), White",59,5,6,"Solar panel charger for any Ring USB-C Security Camera
Adjustable arm with 360° rotation and 180° tilt
Includes USB-C to barrel plug adapter for Ring Stick Up Cam
"
https://www.homedepot.com/p/Wyze-Expandable-Storage-32GB-MicroSDHC-Card-Class-10-Black-WYZEMSD32C10/314592070,"Expandable Storage 32GB MicroSDHC Card Class 10, Black",11,4.5,675,"Enables uninterrupted recording to enhance Wyze cam functionality
Offers compatibility with both Wyze cam and non-Wyze devices
Maintains consistency in recording despite disturbances in Wi-Fi
"
https://www.homedepot.com/p/Kidde-Kidde-Smart-Smoke-Detector-with-Indoor-Air-Quality-Monitor-Hardwired-and-Voice-Alerts-21032069/324527142,"Kidde Smart Smoke Detector with Indoor Air Quality Monitor, Hardwired and Voice Alerts",89,4.9,49,"2-in-1 detection: smoke alarm & indoor air quality in 1 unit
Wi-Fi enabled, receive notifications 24/7 using the Kidde app
Voice alarm alerts of smoke or alarm replacement
"
https://www.homedepot.com/p/Lutron-Caseta-Weatherproof-Outdoor-Smart-Plug-with-Pico-Remote-for-Landscape-String-Lights-15A-On-Off-Black-P-PKG1OUT-BL-P-PKG1OUT-BL/316513648,"Caseta Weatherproof+ Outdoor Smart Plug with Pico Remote for Landscape/String Lights, 15A On/Off, Black (P-PKG1OUT-BL)",89,4.6,102,"Add a bridge to use with Alexa, Google Assistant, Ring, and more
Protected against even the most severe rainfall, dust, and dirt
On/off control of up to 15A LED fixtures or ½ horsepower motors
"
https://www.homedepot.com/p/TP-LINK-8-Port-Gigabit-Desktop-Switch-TL-SG1008D/306301427,8-Port Gigabit Desktop Switch,29,4.8,121,"Increase the speed with the 8-port gigabit desktop switch
Simple set up with no software to install or configuration needed
Use the 8 Gigabit port to extend connectivity
"
https://www.homedepot.com/p/Leviton-Decora-Smart-with-Z-Wave-Technology-600-Watt-Dimmer-White-Light-Almond-R51-DZ6HD-1RZ/300261826,"Decora Smart with Z-Wave Technology 600-Watt Dimmer, White/Light Almond",48,4.3,137,"Compatible with the Wink Hub (not included)
Can control LED, CFL, halogen and incandescent bulbs
Includes white and light almond colored face plates
"
https://www.homedepot.com/p/Lockly-Secure-Pro-Venetian-Bronze-Deadbolt-WiFi-Smart-Lock-with-3D-Fingerprint-Touchscreen-Keypad-works-with-Hey-Google-Alexa-PGD-728W-VB/309920977,"Secure Pro Venetian Bronze Deadbolt WiFi Smart Lock with 3D Fingerprint, Touchscreen Keypad, works with Hey Google/Alexa",299,4.7,576,"Fast advanced 3-D fingerprint recognition
Exclusive, hack-proof PIN Genie™ digital keypad
Remotely lock/unlock anywhere with free LOCKLY phone app
"
https://www.homedepot.com/p/Google-Nest-Thermostat-Smart-Programmable-Wi-Fi-Thermostat-Sand-GA02082-US/314661830,Nest Thermostat - Smart Programmable Wi-Fi Thermostat - Sand,129,3.7,1746,"Control your thermostat from wherever with the Google Home app
Designed so you can install it yourself in 30 minutes or less
Helps you create an energy-efficient schedule right at the start
"
https://www.homedepot.com/p/WYZE-1080p-Pan-Tilt-Zoom-Indoor-Wireless-Wi-Fi-Smart-Home-Camera-Night-Vision-2Way-Audio-Alexa-Google-Ready-32GB-Card-WYZECP1MSD32/314113677,1080p Pan/Tilt/Zoom Indoor Wireless Wi-Fi Smart Home Camera Night Vision 2Way Audio Alexa/Google Ready 32GB Card,50,4,148,"PTZ camera has 360° horizontal, 92° vertical range
Features 2-way audio and night vision
Pair with other innovative Wyze products for a truly smart home
"
https://www.homedepot.com/p/Lockly-Secure-Plus-Satin-Nickel-Deadbolt-Smart-Lock-with-3D-Fingerprint-Hack-proof-Keypad-Auto-locking-and-Mobile-App-Control-PGD-728F-SN/308510212,"Secure Plus Satin Nickel Deadbolt Smart Lock with 3D Fingerprint, Hack-proof Keypad, Auto-locking and Mobile App Control",242,4.6,264,"Fast advanced 3-D fingerprint recognition
Exclusive, hack-proof PIN Genie™ digital keypad
Control with smartphone and free LOCKLY app
"
https://www.homedepot.com/p/Lutron-Caseta-Smart-Repeater-Range-Extender-White-PD-REP-WH-PD-REP-WH/312479415,"Caseta Smart Repeater/Range Extender, White (PD-REP-WH)",74,5,13,"Expand the range of Caseta up to 60 ft., smart bridge required
Perfect for unique home layouts, non-central bridges, dense walls
No separate ethernet connection needed; plug into standard outlet
"
https://www.homedepot.com/p/Ring-Power-Pack-B08HVX8GPW/317064637,Power Pack,129,5,1,"Alarm Pro Power Pack provides backup power even if power goes out
Extends the battery life of your Alarm Pro Base Station
Up to 3 Power Packs keep Alarm Pro powered for up to 24 hours
"
https://www.homedepot.com/p/Brilliant-Smart-Dimmer-Switch-White-Alexa-Google-Assistant-Hue-LIFX-TP-Link-and-more-BHS120US-WH1/314044319,"Smart Dimmer Switch (White) - Alexa, Google Assistant, Hue, LIFX, TP-Link, and more",69,3.9,21,"Integrated smart system converts regular lights into smart lights
Controlled on the Brilliant app using Alexa or Google Assistant
Can be installed in the place of 1 or more switches in a panel
"
https://www.homedepot.com/p/Google-Nest-Doorbell-Battery-Smart-Wi-Fi-Video-Doorbell-Camera-Snow-Plus-Nest-Hub-2nd-Gen-7-in-Smart-Home-Display-Chalk-GA03945/320105015,Nest Doorbell (Battery) Smart Wi-Fi Video Doorbell Camera Snow Plus Nest Hub 2nd Gen 7 in. Smart Home Display Chalk,223,4.2,164,"Monitor your front door camera feed anytime on Nest Hub screen
Battery-powered video doorbell works with any home
Use Nest Hub to stay entertained with shows, videos, and music
"
https://www.homedepot.com/p/SimpliSafe-Smart-Lock-WiFi-Connected-Wireless-Battery-with-PIN-Pad-and-Remote-Access-Black-SLK100BB/321136113,"Smart Lock, WiFi Connected, Wireless (Battery) with PIN Pad and Remote Access - Black",119,4.6,43,"Engineered to ensure your whole home is always locked
Program your door to automatically lock on a timer.
Sync your lock with Alexa or Google Assistant for voice control
"
https://www.homedepot.com/p/WYZE-Single-Cylinder-Deadbolt-Smart-Lock-WiFi-and-Bluetooth-Enabled-Deadbolt-Works-with-Alexa-WLCKG1/315125293,"Single Cylinder Deadbolt Smart Lock, WiFi and Bluetooth Enabled Deadbolt, Works with Alexa",129,4.4,3454,"Remote lock/unlock from anywhere with your phone on Wyze app
Unlocks when you arrive home and locks behind you when closed
Features easy install and simple sharing to give access to others
"
https://www.homedepot.com/p/Lutron-Caseta-Smart-Fan-Speed-Control-and-Remote-Kit-White-CASETA-FAN-PICO-CASETA-FAN-PICO/309087010,"Caseta Smart Fan Speed Control and Remote Kit, White (CASETA-FAN-PICO)",94,4.6,139,"Works w/Alexa, Google Assistant, Ring and more (bridge required)
Pico remote provides control of fan from anywhere in the room
Neutral wire required; installs in as little as 15 minutes
"
https://www.homedepot.com/p/FLAIR-Puck-WiFi-Wireless-Thermostat-Sensor-in-Pearl-White-FLAIRPUCK001/313699093,Puck WiFi Wireless Thermostat Sensor in Pearl White,132,3.8,14,"Smart WiFi control for central systems, mini splits and portables
Works with Flair Smart Vents to balance room-by-room temperature
Integrates with ecobee, Honeywell, Nest, Alexa and Hey Google
"
https://www.homedepot.com/p/Google-Nest-Cam-Battery-Outdoor-or-Indoor-Security-Camera-Weatherproof-Cable-10M-GA03778/319076554,Nest Cam (Battery) - Outdoor or Indoor Security Camera + Weatherproof Cable (10M),219,3.4,133,"1080 TVL IP bullet camera ensures HD video day and night
Features a wide 130° viewing angle and night vision
2-way audio allows for hearing and talking back
"
https://www.homedepot.com/p/Kwikset-Halo-Touch-Satin-Nickel-CNT-Fingerprint-WiFi-Elec-Smart-Lock-Deadbolt-Feat-SmartKey-Security-with-San-Clemente-Handleset-959815SCEHFL15/314947029,Halo Touch Satin Nickel CNT Fingerprint WiFi Elec Smart Lock Deadbolt Feat SmartKey Security with San Clemente Handleset,340,4.2,5,"No hub or bridge required; just connect the lock to your Wi-Fi
Lock and unlock your door with the latest fingerprint technology
Includes both Halo deadbolt and San Clemente Handle set
"
